BloodID,BTN,TL,Objective,Whodunnit,ID,PlateID,BirdID,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,Ageclass,Status,BreedGroupID,TerritoryID,SexEstimate,MaxOfMaxOfSeenDate
5299,4390,9709.527884,9,EAF,3309,17,5846,22.8,,13.2,G,2012,116,4341,17/09/2012,OFL,OFL,5606,62,0,09/09/2015
5266,4279,8514.913213,9,EAF,3279,18,5830,,,13.7,LB,2012,116,4183,09/06/2012,SA,ABX,5350,67,0,28/07/2012
5295,4370,4025.934342,9,EAF,3305,8,5842,24.2,,13.9,LB,2012,116,4337,10/09/2012,SA,ABX,5341,68,0,22/02/2015
5412,4344,5482.180356,9,EAF,3397,6,5543,24.5,,15.1,LB,2010,116,4363,06/07/2012,A,ABX,5308,71,0,18/09/2015
5390,4394,8093.605205,9,EAF,3379,16,5543,24.5,,16.8,LB,2010,116,4357,18/09/2012,A,ABX,5308,71,0,18/09/2015
5389,4393,5335.060423,9,EAF,3378,24,5768,25.5,,15.4,LB,2011,116,4342,18/09/2012,SA,ABX,5308,71,1,18/09/2012
5257,4329,7521.230129,9,EAF,3270,5,5820,26.1,,14.6,G,2011,116,4199,29/06/2012,OFL,OFL,5360,88,1,21/09/2015
5274,4346,8357.955306,9,EAF,3287,14,5838,24.9,,13.0,G,2012,116,4211,07/07/2012,OFL,OFL,5616,105,0,06/09/2015
5373,4375,7718.423233,9,EAF,3366,7,5775,25.8,,16.4,LB,2011,116,4354,12/09/2012,SA,ABX,5628,173,1,23/01/2015
5383,4387,7750.155215,9,EAF,3375,6,5826,26.2,,16.2,LB,2011,116,4341,17/09/2012,SA,ABX,5363,129,1,27/08/2015
5262,4296,4297.068879,9,EAF,3275,5,5826,26.8,,15.7,LB,2011,116,4203,14/06/2012,SA,ABX,5363,129,1,27/08/2015
5303,4414,5396.528126,9,EAF,3313,25,5850,24.4,,15.3,LB,2012,116,4344,24/09/2012,SA,ABX,5367,125,1,02/09/2015
5416,4335,7751.842525,9,EAF,3399,3,5822,25.1,,13.4,G,2012,116,4201,01/07/2012,FL,FL,5599,13,1,25/08/2015
5302,4409,2338.124578,9,EAF,3312,22,5849,24.3,,14.2,LB,2012,116,4343,23/09/2012,SA,ABX,5340,63,0,23/09/2012
5301,4403,7514.566902,9,EAF,3311,13,5848,23.5,,14.5,G,2012,116,4343,23/09/2012,FL,FL,5350,67,0,23/09/2012
5306,4420,4294.38741,9,EAF,3316,24,5853,25.7,,17.0,G,2012,116,4347,27/09/2012,FL,FL,5337,77,1,18/09/2015
5304,4419,9229.513264,9,EAF,3314,20,5851,24.3,,13.9,G,2012,116,4345,25/09/2012,FL,FL,5328,134,0,18/09/2015
5297,4373,9171.301114,9,EAF,3307,8,5844,22.8,,13.1,LB,2012,116,4339,12/09/2012,SA,ABX,5632,478,0,12/09/2012
5307,4360,8454.96647,9,EAF,3317,2,5854,21.0,,11.5,G,2012,116,4335,03/09/2012,CH,FL,5338,479,0,15/09/2015
5308,4362,9154.182006,9,EAF,3318,9,5855,24.2,,15.2,G,2012,116,4312,03/09/2012,CH,FL,5338,479,1,23/09/2015
5305,4423,3628.994822,9,EAF,3315,19,5852,23.6,,13.4,G,2012,116,4346,26/09/2012,FL,FL,5301,109,0,26/09/2012
5277,4237,6454.515556,9,EAF,3290,6,5787,26.1,,15.5,LB,2011,116,4206,06/06/2012,SA,SEEN1,5364,9,1,18/09/2012
5322,4315,1461.682598,9,EAF,3330,23,5786,25.5,,14.4,G,2011,116,4190,17/06/2012,J,FLOAT,5636,-3,1,28/08/2012
5314,4292,13646.30105,9,EAF,3324,19,5658,24.3,,13.9,LB,2011,116,4203,14/06/2012,SA,FLOAT,6214,-3,0,17/07/2015
5458,4426,3666.610272,8,EAF,3404,30,2966,,,15.0,RB,2004,118,4535,30/01/2013,A,BrM,5653,24,1,14/09/2015
5459,4430,11843.66418,9,EAF,3405,11,5780,,,15.7,RB,2011,118,4537,31/01/2013,A,ABX,5655,27,1,17/01/2015
5466,4438,10765.18384,9,EAF,3411,26,5833,,,15.0,RB,2011,118,4543,03/02/2013,A,ABX,5655,27,0,08/09/2015
5482,4454,3184.403214,9,EAF,3421,29,5766,,,15.5,RB,2011,118,4562,14/02/2013,A,SEEN2,5662,39,0,19/01/2015
5465,4437,8018.994822,8,EAF,3410,38,4890,,,16.0,RB,2006,118,4543,03/02/2013,A,BrM,5662,39,1,27/02/2015
5498,4469,14871.67211,9,EAF,3430,34,5590,26.9,,17.0,RB,2011,118,4576,24/02/2013,A,BrM,5962,40,1,24/08/2015
5469,4440,9712.542324,9,EAF,3412,33,5905,,,16.0,LB,2012,118,4544,04/02/2013,SA,ABX,5666,43,1,01/02/2014
796,573,2671.212204,5,EB,373,11,1519,,,,,1999,28,971,03/09/1999,CH,CH,349,1,1,14/09/1999
5021,4038,4925.972787,9,EAF,3174,9,5747,27.0,,14.8,G,2011,110,4039,30/11/2011,OFL,OFL,5669,24,1,04/06/2013
5258,4332,5594.610749,9,EAF,3271,14,5821,25.9,,14.2,G,2012,116,4200,01/07/2012,OFL,ABX,5367,125,1,02/09/2015
5402,4413,9146.171016,6,EAF,1735,10,5821,26.5,,15.2,LB,2012,116,4344,24/09/2012,SA,ABX,5367,125,1,02/09/2015
762,534,3992.296927,5,EB,350,9,1486,25.6,25.8,16.0,,1999,28,951,11/08/1999,CH,CH,443,173,1,11/08/1999
762,534,8755.713055,6,EAF,1816,29,1486,25.6,25.8,16.0,,1999,28,951,11/08/1999,CH,CH,443,173,1,11/08/1999
4487,3060,6524.558775,8,EAF,2898,32,5473,,,,G,2008,85,2143,21/02/2008,CH,CH,4378,86,0,21/02/2008
2603,223,10425.68413,1,EB,200,39,1269,23.8,23.9,12.5,,1996,23,774,25/01/1998,A,SEEN1,184,166,0,10/07/1998
2719,366,9708.714559,6,EAF,1499,29,1393,,22.3,14.4,,1998,25,861,24/08/1998,CH,CH,201,22,0,26/08/1998
2791,1706,9577.529772,6,EAF,1508,29,3611,23.1,,12.0,G,2005,37,1735,17/09/2005,CH,CH,739,138,0,17/09/2005
2791,1706,10855.71343,7,EAF,1932,23,3611,23.1,,12.0,G,2005,37,1735,17/09/2005,CH,CH,739,138,0,17/09/2005
2792,1712,13677.31536,6,EAF,1509,19,3613,23.8,,14.0,G,2005,37,1735,17/09/2005,CH,CH,739,138,0,17/09/2005
5221,4233,9872.12347,9,EAF,3266,10,5787,26.6,,15.0,G,2011,112,4146,23/02/2012,FL,FL,5675,9,1,18/09/2012
5223,4232,11417.42577,9,EAF,3268,3,5624,26.9,,14.5,LB,2011,112,4146,23/02/2012,SA,BrM,5676,11,1,23/09/2015
5222,4231,3654.456608,9,EAF,3267,27,5621,24.1,,14.5,RB,2010,112,4146,23/02/2012,A,BrF,5678,13,0,18/09/2015
5219,4229,3315.083665,9,EAF,3264,21,5604,25.4,,15.0,LB,2010,112,4145,22/02/2012,SA,ABX,5678,13,0,21/07/2014
5178,4186,2285.528605,8,EAF,3228,37,1729,27.0,,16.5,RB,2001,112,4106,31/01/2012,A,BrM,5682,20,1,01/03/2015
5220,4230,12650.77406,9,EAF,3265,3,5786,26.1,,15.0,G,2011,112,4145,22/02/2012,J,SEEN1,5682,20,1,28/08/2012
5191,4195,11223.85269,9,EAF,3240,32,5164,24.8,,14.0,,2007,112,4125,06/02/2012,A,BrF,5683,24,0,13/09/2012
5191,4195,12219.2078,7,EAF,2220,45,5164,24.8,,14.0,,2007,112,4125,06/02/2012,A,BrF,5683,24,0,13/09/2012
5190,4200,2671.130207,8,EAF,3239,30,2966,27.4,,16.0,RB,2004,112,4124,07/02/2012,A,BrM,5683,24,1,14/09/2015
5202,4212,2866.844974,8,EAF,3249,27,3490,26.3,,13.5,RB,2005,112,4127,09/02/2012,A,BrF,5685,27,0,24/08/2015
5196,4211,6522.94363,9,EAF,3245,16,5780,26.4,,14.5,G,2011,112,4127,09/02/2012,FL,FL,5685,27,1,17/01/2015
5201,4210,3666.310794,8,EAF,3248,28,4941,25.0,,15.0,RB,2006,112,4129,09/02/2012,A,BrF,5689,33,0,22/08/2014
5208,4220,6652.290071,7,EAF,2223,41,1864,25.6,,14.5,RB,2003,112,4132,13/02/2012,A,BrF,5690,34,0,23/09/2013
5176,4185,10963.0804,9,EAF,3227,18,5771,24.7,,13.5,G,2011,112,4105,30/01/2012,FL,FL,5698,47,0,08/07/2012
5175,4184,9176.879378,9,EAF,3226,19,5770,24.6,,12.0,G,2011,112,4104,30/01/2012,FL,FL,5698,47,0,01/03/2015
5167,4176,7753.740916,9,EAF,3218,15,5765,26.8,,16.5,G,2011,112,4099,27/01/2012,J,ABX,5699,48,1,30/01/2013
5166,4175,6616.798609,9,EAF,3217,19,5748,25.4,,15.0,LB,2011,112,4098,27/01/2012,J,ABX,5700,50,0,18/02/2015
5174,4183,8520.9925,9,EAF,3225,23,5769,23.9,,14.5,G,2011,112,4103,29/01/2012,OFL,OFL,5701,51,0,19/01/2015
5197,4207,10923.92544,8,EAF,3246,32,2968,25.3,,14.5,RB,2003,112,4128,08/02/2012,A,BrF,5704,55,0,20/02/2013
5192,4201,6798.274079,9,EAF,3241,25,5776,26.7,,17.0,LB,2011,112,4126,08/02/2012,SA,BrM,5704,55,1,12/09/2015
5195,4205,4338.701448,9,EAF,3244,12,5779,26.2,,15.0,LB,2010,112,4126,08/02/2012,A,U,5704,55,1,09/09/2015
5217,4227,8379.123462,9,EAF,3262,11,5785,24.9,,14.5,G,2012,112,4140,17/02/2012,FL,FL,5708,60,1,18/02/2012
5200,4209,9299.401302,8,EAF,3247,37,1042,25.2,,15.0,RB,1996,112,4126,08/02/2012,A,BrF,5711,63,0,30/06/2015
5171,4178,5990.237271,9,EAF,3222,11,5508,27.4,,17.0,,2009,112,4101,28/01/2012,A,BrM,5713,68,1,23/02/2014
5168,4177,6954.255344,9,EAF,3219,14,5766,25.3,,14.0,G,2011,112,4100,28/01/2012,OFL,OFL,5713,68,0,19/01/2015
5198,4208,8330.074105,7,EAF,2222,37,5319,24.6,,14.5,RB,2008,112,4126,08/02/2012,A,BrF,5714,69,0,15/09/2015
5198,4208,7513.733202,7,EAF,2221,20,5319,24.6,,14.5,RB,2008,112,4126,08/02/2012,A,BrF,5714,69,0,15/09/2015
5170,4182,2334.017801,9,EAF,3221,27,5768,26.2,,14.5,G,2011,112,4100,28/01/2012,J,U,5716,71,1,18/09/2012
5165,4174,4679.502786,9,EAF,3216,24,5764,26.3,,15.5,G,2011,112,4097,26/01/2012,J,ABX,5717,72,1,17/02/2015
5189,4198,7843.438535,9,EAF,3238,2,5585,27.6,,16.0,LB,2011,112,4122,07/02/2012,SA,BrM,5718,75,1,29/08/2013
5186,4197,12782.50391,9,EAF,3235,18,5774,25.7,,14.0,G,2011,112,4122,07/02/2012,J,U,5718,75,1,20/02/2015
5203,4216,9534.026077,9,EAF,3250,7,5781,26.3,,14.0,LB,2011,112,4130,12/02/2012,SA,ABX,5721,80,1,03/09/2012
5205,4215,4497.073736,9,EAF,3252,16,5530,25.1,,15.0,RB,2009,112,4131,11/02/2012,A,BrF,5723,82,0,02/09/2015
5206,4213,3761.005087,8,EAF,3253,36,2978,26.2,,15.5,RB,2003,112,4131,11/02/2012,A,BrF,5726,86,0,18/07/2013
5204,4214,5276.157815,8,EAF,3251,28,3089,27.3,,18.0,RB,2004,112,4131,11/02/2012,A,BrM,5726,86,1,14/09/2015
5182,4190,6936.12306,8,EAF,3232,29,1722,26.7,,16.0,RB,2001,112,4115,02/02/2012,A,BrM,5727,87,1,24/09/2012
5181,4189,5887.815896,8,EAF,3231,37,4954,27.2,,17.5,RB,2006,112,4117,02/02/2012,A,BrM,5730,92,1,13/09/2015
5185,4193,2747.063471,6,EAF,1731,27,3606,26.0,,14.5,,2005,112,4118,03/02/2012,A,BrF,5736,100,0,06/08/2013
5184,4192,1861.516564,9,EAF,3234,5,5606,27.2,,16.5,LB,2010,112,4119,03/02/2012,A,BrM,5736,100,1,31/08/2015
5210,4219,9275.831981,9,EAF,3255,21,5625,25.9,,14.5,RB,2010,112,4133,13/02/2012,A,BrF,5742,112,0,27/02/2015
5212,4218,4410.481799,8,EAF,3257,27,1731,26.1,,16.5,RB,2002,112,4133,13/02/2012,A,BrM,5742,112,1,25/07/2013
5218,4228,4409.754975,9,EAF,3263,15,5596,25.7,,15.0,LB,2010,112,4144,21/02/2012,SA,ABX,5747,125,0,08/09/2015
5214,4226,3077.80916,9,EAF,3259,3,5522,26.6,,16.5,RB,2009,112,4139,16/02/2012,A,BrM,5748,126,1,28/08/2015
5216,4225,6039.792412,9,EAF,3261,20,5784,23.9,,14.5,G,2011,112,4139,16/02/2012,J,FL,5748,126,1,25/07/2012
5215,4224,8431.297253,9,EAF,3260,24,5783,26.6,,15.0,G,2011,112,4139,16/02/2012,OFL,OFL,5749,127,1,09/08/2013
5183,4191,5137.363389,9,EAF,3233,20,5652,24.5,,14.0,LB,2010,112,4115,02/02/2012,SA,ABX,5760,157,0,15/09/2015
5188,4196,6563.53579,8,EAF,3237,35,5333,26.6,,15.5,RB,2009,112,4124,07/02/2012,A,BrM,5765,168,1,20/09/2014
5193,4203,3875.102318,9,EAF,3242,26,5777,24.2,,12.0,G,2011,112,4126,08/02/2012,FL,FL,5765,168,0,06/02/2013
5194,4204,4710.391329,9,EAF,3243,6,5778,24.4,,13.0,G,2011,112,4126,08/02/2012,FL,FL,5765,168,0,21/02/2013
5187,4199,10383.01661,9,EAF,3236,6,5775,26.3,,15.0,G,2011,112,4123,07/02/2012,J,SEEN1,5768,173,1,23/01/2015
5213,4223,5521.861207,9,EAF,3258,16,5782,25.1,,14.5,LB,2011,112,4135,15/02/2012,SA,ABX,5769,174,1,24/02/2013
5180,4194,7146.688917,9,EAF,3230,5,5773,26.1,,13.5,G,2011,112,4121,04/02/2012,J,ABX,5772,178,0,15/08/2013
5199,4206,629.8604447,6,EAF,1732,27,3594,26.3,,16.0,RB,2005,112,4126,08/02/2012,A,BrF,5774,172,0,18/08/2015
5224,4234,4591.397535,8,EAF,3269,29,3456,26.4,,16.0,RB,2004,112,4146,23/02/2012,A,BrM,5775,407,1,25/08/2015
5173,4181,5815.873385,9,EAF,3224,18,5524,24.7,,13.5,LB,2009,112,4102,28/01/2012,A,BrF,5777,480,0,17/08/2015
5172,4180,9766.648948,8,EAF,3223,31,4860,26.9,,15.5,RB,2006,112,4102,28/01/2012,A,BrM,5777,480,1,15/09/2015
5169,4179,9345.664806,9,EAF,3220,27,5767,27.0,,16.0,G,2011,112,4101,28/01/2012,FL,FL,5777,480,1,04/02/2012
5179,4188,3357.135723,8,EAF,3229,35,1710,26.6,,15.0,RB,2002,112,4106,31/01/2012,A,BrM,5779,477,1,31/08/2015
5211,4221,4108.958444,9,EAF,3256,26,5595,26.3,,15.0,LB,2011,112,4133,13/02/2012,SA,H,5779,477,1,12/09/2015
5209,4222,4537.803177,9,EAF,3254,6,5630,24.2,,13.5,LB,2011,112,4133,13/02/2012,SA,ABX,5714,69,0,15/09/2015
2936,1896,4799.52197,8,EAF,2460,25,3690,26.1,,14.0,G,2005,54,1775,04/12/2005,FL,FL,5784,15,1,04/12/2005
2936,1896,14257.01992,8,EAF,2829,28,3690,26.1,,14.0,G,2005,54,1775,04/12/2005,FL,FL,5784,15,1,04/12/2005
2908,1868,4134.073473,8,EAF,2443,22,3647,25.2,,13.4,G,2005,54,1764,28/11/2005,FL,FL,5785,75,1,28/11/2005
2916,1876,2789.057691,8,EAF,2446,25,3649,24.6,,14.0,G,2005,54,1767,29/11/2005,FL,FL,5786,54,0,29/11/2005
2916,1876,4898.654208,8,EAF,2826,37,3649,24.6,,14.0,G,2005,54,1767,29/11/2005,FL,FL,5786,54,0,29/11/2005
2920,1880,7273.082216,8,EAF,2450,22,3652,23.0,,12.7,G,2005,54,1768,30/11/2005,FL,FL,5787,127,0,30/11/2005
2920,1880,7372.574423,8,EAF,2449,21,3652,23.0,,12.7,G,2005,54,1768,30/11/2005,FL,FL,5787,127,0,30/11/2005
2920,1880,11309.54785,8,EAF,2448,15,3652,23.0,,12.7,G,2005,54,1768,30/11/2005,FL,FL,5787,127,0,30/11/2005
2934,1894,5683.778999,8,EAF,2459,14,3689,25.0,,14.1,G,2005,54,1774,04/12/2005,FL,FL,5789,8,1,04/12/2005
2953,1913,4356.729771,8,EAF,2468,10,3701,24.4,,14.7,LB,2005,54,1781,09/12/2005,FL,FL,5791,165,0,09/12/2005
2923,1883,1670.54343,8,EAF,2452,25,3653,24.4,,,G,2005,54,1769,30/11/2005,FL,FL,5788,128,0,30/11/2005
2923,1883,3455.96927,8,EAF,2827,33,3653,24.4,,,G,2005,54,1769,30/11/2005,FL,FL,5788,128,0,30/11/2005
2968,1921,9824.08954,8,EAF,2471,5,4802,25.4,,15.2,G,2005,74,1821,15/03/2006,J,FL,5792,169,1,15/03/2006
3574,3061,6547.733103,8,EAF,2861,31,5175,,,,G,2008,85,2143,21/02/2008,CH,CH,4378,86,0,21/02/2008
4103,3210,6468.743996,8,EAF,2659,5,5286,25.0,,12.7,G,2009,90,2307,13/02/2009,CH,CH,4064,4,1,13/02/2009
5027,4087,6044.182759,9,EAF,3178,25,5751,24.3,,13.9,G,2011,110,4042,07/12/2011,J,OFL,5793,34,0,04/06/2013
5029,4089,5596.835064,9,EAF,3179,23,5753,25.3,,14.8,G,2011,110,4042,07/12/2011,OFL,OFL,5795,112,1,26/02/2012
5030,4076,8017.134465,9,EAF,3180,16,5754,26.1,,15.0,LB,2010,110,4043,06/12/2011,SA,U,5796,105,1,23/05/2013
5041,4107,6139.311598,9,EAF,3189,20,5756,24.0,,16.5,G,2011,110,4079,13/12/2011,OFL,OFL,5798,179,0,26/02/2012
5042,4096,7066.36576,9,EAF,3190,27,5757,26.1,,16.1,G,2011,110,4079,13/12/2011,OFL,OFL,5799,530,1,24/02/2012
5043,4097,7089.022027,9,EAF,3191,10,5758,25.5,,15.2,G,2011,110,4079,13/12/2011,OFL,OFL,5793,34,1,15/05/2013
5044,4108,6446.92579,9,EAF,3192,7,5759,26.4,,16.8,G,2011,110,4079,13/12/2011,OFL,OFL,5800,137,1,31/05/2013
5045,4110,7300.528048,9,EAF,3193,12,5760,24.8,,14.5,RB,2010,110,4080,14/12/2011,A,U,5801,40,0,26/02/2012
5046,4117,7282.316613,9,EAF,3194,25,5761,23.8,,13.9,G,2011,110,4080,14/12/2011,OFL,OFL,5802,69,0,19/02/2012
5047,4122,8698.857023,9,EAF,3195,22,5762,24.6,,14.7,LB,2011,110,4080,14/12/2011,SA,U,5803,59,1,07/06/2013
5048,4128,10136.26377,9,EAF,3196,19,5763,25.2,,16.3,LB,2011,110,4080,14/12/2011,SA,U,5804,75,1,22/05/2013
5293,4359,8984.126591,9,EAF,3303,11,5840,19.8,,12.1,G,2012,116,4333,01/09/2012,CH,CH,5362,118,0,01/09/2012
5463,4434,4619.05053,9,EAF,3408,20,5769,24.1,,16.0,RB,2011,118,4540,02/02/2013,A,ABX,5880,51,0,19/01/2015
5456,4428,4555.430999,8,EAF,3402,30,1821,,,14.0,RB,2002,118,4535,30/01/2013,A,BrF,5887,60,0,09/09/2015
5464,4435,5856.198744,9,EAF,3409,18,5776,,,16.5,RB,2011,118,4541,02/02/2013,A,BrM,5883,55,1,12/09/2015
5461,4431,7756.823169,9,EAF,3406,33,5902,24.1,,15.0,LB,2012,118,4536,31/01/2013,SA,ABX,5887,60,0,02/02/2013
5464,4435,5856.198744,9,EAF,3409,18,5776,,,16.5,RB,2011,118,4541,02/02/2013,A,BrM,5888,61,1,12/09/2015
5484,4455,10723.31155,8,EAF,3423,31,5290,,,15.5,RB,2008,118,4563,15/02/2013,A,BrM,5889,62,1,01/03/2014
5475,4444,6537.139001,9,EAF,3417,10,5846,,,13.0,LB,2012,118,4549,06/02/2013,SA,ABX,5889,62,0,09/09/2015
5476,4447,7451.357313,9,EAF,3418,17,5824,26.0,,15.0,RB,2011,118,4551,07/02/2013,A,ABX,5915,101,0,07/02/2013
5489,4460,5681.598033,9,EAF,3426,34,5853,25.8,,16.0,LB,2012,118,4569,18/02/2013,SA,ABX,5897,77,1,18/09/2015
5474,4446,10670.35004,9,EAF,3416,27,5608,24.8,,15.5,RB,2010,118,4548,06/02/2013,A,BrF,5910,95,0,01/03/2014
5490,4459,5443.051165,9,EAF,3427,33,5547,,,16.0,RB,2010,118,4568,18/02/2013,A,BrM,5914,100,1,04/09/2015
5453,4424,5842.14135,9,EAF,3400,18,5582,27.3,,17.5,RB,2010,118,4529,26/01/2013,A,BrM,5918,110,1,19/01/2015
5454,4425,6107.591501,9,EAF,3401,11,5625,,,15.3,RB,2010,118,4589,29/01/2013,A,BrF,5920,112,0,27/02/2015
5472,4443,7133.114629,9,EAF,3415,25,5678,,,17.0,RB,2010,118,4549,06/02/2013,A,BrF,5921,116,0,15/02/2014
5470,4441,2337.165213,9,EAF,3413,32,5291,26.1,,16.5,RB,2008,118,4546,05/02/2013,A,BrM,5929,129,1,15/09/2015
5477,4448,6288.815604,8,EAF,3419,39,5000,25.5,,16.5,RB,2006,118,4552,08/02/2013,A,BrM,5938,157,1,21/01/2015
5485,4457,7632.721212,9,EAF,3424,33,5634,24.7,,13.5,RB,2010,118,4565,16/02/2013,A,BrF,5941,165,0,14/09/2015
5492,4463,3778.336258,9,EAF,3429,32,2991,25.8,,16.5,RB,2003,118,4572,20/02/2013,A,BrM,5951,179,1,06/09/2015
5483,4453,2730.920496,8,EAF,3422,35,4860,,,16.0,RB,2006,118,4562,14/02/2013,A,BrM,5955,480,1,15/09/2015
5462,4433,8249.782913,9,EAF,3407,17,5854,20.9,,14.5,LB,2012,118,4538,01/02/2013,SA,SEEN1,5956,479,0,15/09/2015
5491,4462,10199.8125,8,EAF,3428,27,1707,24.1,,14.0,RB,2001,118,4570,19/02/2013,A,BrF,5957,477,0,31/08/2015
5488,4461,11181.96809,9,EAF,3425,31,5909,23.1,,14.0,LB,2012,118,4569,18/02/2013,SA,ABX,5957,477,0,21/09/2015
5471,4442,5384.782873,9,EAF,3414,19,5658,,,16.0,RB,2011,118,4547,05/02/2013,A,SEEN1,5649,14,0,17/07/2015
5479,4449,2444.723619,9,EAF,3420,30,5600,25.1,,15.0,RB,2011,118,4554,09/02/2013,A,ABX,5933,138,0,24/07/2015
5457,4429,4443.560035,9,EAF,3403,22,5641,,,14.5,RB,2011,118,4535,30/01/2013,A,SEEN1,5645,9,0,12/09/2015
4099,3206,3238.46235,3,EB,1386,76,1617,24.8,,16.2,RB,2000,90,2304,11/02/2009,A,BrF,4158,140,0,03/12/2011
3541,2717,5646.137246,6,EAF,1628,35,5145,17.3,,10.5,G,2007,82,2125,07/09/2007,CH,CH,4299,173,0,11/08/2010
5679,4620,4094.49069,7,EAF,2260,20,5267,24.4,,14.0,RB,2007,122,4797,17/08/2013,A,BrF,6152,2,0,24/02/2015
5679,4620,3774.672703,7,EAF,2261,41,5267,24.4,,14.0,RB,2007,122,4797,17/08/2013,A,BrF,6152,2,0,24/02/2015
5738,4675,10536.51947,8,EAF,3522,34,1763,23.6,,14.2,RB,2002,122,4869,26/09/2013,A,BrF,6162,3,0,26/09/2013
5632,4567,4838.001716,9,EAF,3461,31,6018,24.0,,17.0,LB,2012,122,4750,22/07/2013,SA,ABX,6162,3,1,15/09/2015
5638,4571,9029.638846,9,EAF,3464,10,5837,25.8,,16.0,RB,2011,122,4754,24/07/2013,A,BrM,6104,8,1,14/09/2015
5712,4655,3960.806301,9,EAF,3507,27,5837,26.6,,16.7,RB,2011,122,4861,15/09/2013,A,BrM,6104,8,1,14/09/2015
5710,4679,5053.585961,8,EAF,3505,27,1660,25.0,,14.4,RB,2002,122,4861,15/09/2013,A,BrF,6104,8,0,14/09/2015
5742,4680,9225.052748,6,EAF,1749,28,1826,24.4,,15.0,RB,2003,122,4872,25/09/2013,A,BrF,6112,9,0,23/09/2015
5729,4685,6271.367273,9,EAF,3516,9,5780,25.4,,15.7,RB,2011,122,4871,26/09/2013,A,BrM,6112,9,1,17/01/2015
5713,4656,5515.458587,9,EAF,3508,17,5621,23.5,,15.7,RB,2010,122,4861,15/09/2013,A,BrF,6164,13,0,18/09/2015
5727,4688,7536.800599,6,EAF,1748,29,1607,24.3,,16.9,RB,2001,122,4869,26/09/2013,A,BrM,6164,13,1,26/02/2015
5585,4520,4407.944319,9,EAF,3431,26,5604,24.1,,14.0,RB,2010,122,4692,22/06/2013,A,ABX,6164,13,0,21/07/2014
5605,4540,10463.56234,9,EAF,3448,31,6011,24.7,,17.0,LB,2012,122,4715,06/07/2013,SA,ABX,6164,13,1,09/09/2015
5664,4598,8760.896783,9,EAF,3483,32,6028,24.2,,16.0,LB,2012,122,4770,04/08/2013,SA,AB,6114,14,0,19/09/2015
5656,4599,7968.36102,8,EAF,3478,35,1762,25.7,,17.0,RB,2002,122,4770,04/08/2013,A,BrM,6115,15,1,15/09/2015
5757,4589,7419.662862,9,EAF,3535,24,5642,24.3,,15.5,RB,2010,122,4779,01/08/2013,A,BrF,6111,16,0,03/08/2015
5758,4590,5007.604967,7,EAF,2264,29,5235,24.8,,15.0,RB,2008,122,4779,01/08/2013,A,BrM,6111,16,1,21/08/2015
5633,4568,5631.524584,8,EAF,3462,32,1729,25.6,,15.5,RB,2001,122,4752,23/07/2013,A,BrM,6126,20,1,01/03/2015
5654,4596,2645.155841,9,EAF,3477,21,5595,25.2,,16.0,RB,2011,122,4768,03/08/2013,A,BrM,6139,26,1,12/09/2015
5753,4683,6485.567286,9,EAF,3532,8,5595,25.3,,15.8,RB,2011,122,4882,28/09/2013,A,BrM,6139,26,1,12/09/2015
5755,4587,10374.50201,8,EAF,3533,39,5453,25.3,,15.5,RB,2009,122,4778,31/07/2013,A,BrM,6110,28,1,26/06/2015
5646,4580,6848.200641,9,EAF,3470,27,5750,24.4,,15.0,RB,2011,122,4762,28/07/2013,A,BrF,6124,30,0,23/09/2015
5759,4591,4878.354765,9,EAF,3536,24,5749,24.2,,17.0,RB,2011,122,4794,01/08/2013,A,BrF,6165,33,0,18/09/2015
5741,4681,8699.0913,9,EAF,3525,21,5839,25.8,,15.8,RB,2012,122,4872,25/09/2013,A,ABX,6202,407,1,15/09/2015
5660,4605,4643.911374,9,EAF,3481,19,5839,24.3,,15.0,RB,2012,122,4774,10/08/2013,A,ABX,6202,407,1,15/09/2015
5747,4678,12131.92091,9,EAF,3529,13,5766,24.4,,14.3,RB,2011,122,4877,24/09/2013,A,BrF,6147,39,0,19/01/2015
5748,4673,13262.44497,6,EAF,1750,28,4890,25.5,,16.2,RB,2006,122,4877,24/09/2013,A,BrM,6147,39,1,27/02/2015
5649,4584,11676.21425,9,EAF,3473,10,5590,26.9,,17.5,RB,2011,122,4764,29/07/2013,A,BrM,6118,40,1,24/08/2015
5737,4684,6439.084497,9,EAF,3521,17,5590,27.2,,17.2,RB,2011,122,4869,26/09/2013,A,BrM,6118,40,1,24/08/2015
5726,4687,6958.597592,8,EAF,3514,35,2986,24.8,,16.1,RB,2004,122,4869,26/09/2013,A,BrF,6167,41,0,26/06/2015
5725,4686,3889.893713,9,EAF,3513,15,5588,26.0,,19.0,RB,2010,122,4869,26/09/2013,A,BrM,6167,41,1,15/09/2015
5709,4658,10034.78844,8,EAF,3504,27,4999,23.5,,16.6,RB,2007,122,4860,16/09/2013,A,BrF,6107,45,0,21/02/2015
5647,4582,6231.122041,9,EAF,3471,9,5770,24.4,,13.5,RB,2011,122,4762,28/07/2013,A,BrF,6108,47,0,01/03/2015
5715,4660,10527.78833,9,EAF,3509,12,5770,24.6,,14.6,RB,2011,122,4865,17/09/2013,A,BrF,6108,47,0,01/03/2015
