Island,Year,TerritoryID,TerritoryNumber,TQcorrected,FieldPeriodID,PeriodStart,SummerIndex
CN,1998,79,53,,25,20/06/1998,1
CN,1998,80,53.1,33361.14539,23,20/12/1997,0
CN,1998,80,53.1,15694.97633,25,20/06/1998,1
CN,1998,81,54,40146.01704,23,20/12/1997,0
CN,1998,81,54,47569.59984,25,20/06/1998,1
CN,1998,82,55,,23,20/12/1997,0
CN,1998,82,55,23819.90909,25,20/06/1998,1
CN,1998,83,56,17390.80803,23,20/12/1997,0
CN,1998,83,56,30959.14,25,20/06/1998,1
CN,1998,84,57,40209.11568,23,20/12/1997,0
CN,1998,84,57,18386.4192,25,20/06/1998,1
CN,1998,86,58,33588.82499,23,20/12/1997,0
CN,1998,86,58,41262.7663,25,20/06/1998,1
CN,1998,87,59,20950.76244,23,20/12/1997,0
CN,1998,87,59,,25,20/06/1998,1
CN,1998,88,59.1,17969.83108,23,20/12/1997,0
CN,1998,88,59.1,35302.83731,25,20/06/1998,1
CN,1998,89,60,31666.90934,23,20/12/1997,0
CN,1998,89,60,20400.26932,25,20/06/1998,1
CN,1998,90,60.1,12806.06829,23,20/12/1997,0
CN,1998,90,60.1,14840.37576,25,20/06/1998,1
CN,1998,92,62,19357.71357,23,20/12/1997,0
CN,1998,92,62,10056.90955,25,20/06/1998,1
CN,1998,94,63,38147.06025,23,20/12/1997,0
CN,1998,94,63,25665.51832,25,20/06/1998,1
CN,1998,95,64,27511.06688,23,20/12/1997,0
CN,1998,95,64,12032.20847,25,20/06/1998,1
CN,1998,98,66,,23,20/12/1997,0
CN,1998,98,66,743.5455998,25,20/06/1998,1
CN,1998,99,67,11165.1407,23,20/12/1997,0
CN,1998,99,67,14898.47024,25,20/06/1998,1
CN,1998,100,68,,23,20/12/1997,0
CN,1998,100,68,31723.91713,25,20/06/1998,1
CN,1998,101,69,22041.9255,23,20/12/1997,0
CN,1998,101,69,40588.383,25,20/06/1998,1
CN,1998,102,70,11302.37729,23,20/12/1997,0
CN,1998,102,70,,25,20/06/1998,1
CN,1998,103,71,8680.268182,23,20/12/1997,0
CN,1998,103,71,,25,20/06/1998,1
CN,1998,104,72,9178.707528,23,20/12/1997,0
CN,1998,104,72,,25,20/06/1998,1
CN,1998,105,73,9721.244078,23,20/12/1997,0
CN,1998,105,73,23410.66024,25,20/06/1998,1
CN,1998,106,74,15753.03707,23,20/12/1997,0
CN,1998,106,74,,25,20/06/1998,1
CN,1998,108,75,43769.91121,23,20/12/1997,0
CN,1998,108,75,78022.15593,25,20/06/1998,1
CN,1998,109,76,43857.4904,23,20/12/1997,0
CN,1998,109,76,29141.5519,25,20/06/1998,1
CN,1998,110,77,60952.51991,23,20/12/1997,0
CN,1998,110,77,39264.7996,25,20/06/1998,1
CN,1998,112,78,68248.68782,23,20/12/1997,0
CN,1998,112,78,39560.96497,25,20/06/1998,1
CN,1998,115,80,56294.87067,23,20/12/1997,0
CN,1998,115,80,45898.48796,25,20/06/1998,1
CN,1998,116,81,31727.32797,23,20/12/1997,0
CN,1998,116,81,21458.2716,25,20/06/1998,1
CN,1998,117,82,16817.69733,23,20/12/1997,0
CN,1998,117,82,21453.80648,25,20/06/1998,1
CN,1998,118,82.1,14220.68324,23,20/12/1997,0
CN,1998,118,82.1,10349.76682,25,20/06/1998,1
CN,1998,119,82.2,,23,20/12/1997,0
CN,1998,119,82.2,,25,20/06/1998,1
CN,1998,120,82.3,,23,20/12/1997,0
CN,1998,120,82.3,,25,20/06/1998,1
CN,1998,121,83,24255.27803,23,20/12/1997,0
CN,1998,121,83,30647.98297,25,20/06/1998,1
CN,1998,123,84,50165.82683,23,20/12/1997,0
CN,1998,123,84,29109.9312,25,20/06/1998,1
CN,1998,124,84.1,,23,20/12/1997,0
CN,1998,124,84.1,,25,20/06/1998,1
CN,1998,125,85,32927.68928,23,20/12/1997,0
CN,1998,125,85,25302.7351,25,20/06/1998,1
CN,1998,126,86,63071.24933,23,20/12/1997,0
CN,1998,126,86,31888.30048,25,20/06/1998,1
CN,1998,127,87,21207.13519,23,20/12/1997,0
CN,1998,127,87,40901.54694,25,20/06/1998,1
CN,1998,128,87.1,,23,20/12/1997,0
CN,1998,128,87.1,11148.4488,25,20/06/1998,1
CN,1998,129,88,48375.78445,23,20/12/1997,0
CN,1998,129,88,16394.41246,25,20/06/1998,1
CN,1998,130,88.1,28533.63354,23,20/12/1997,0
CN,1998,130,88.1,27411.74829,25,20/06/1998,1
CN,1998,132,90,26472.6274,23,20/12/1997,0
CN,1998,134,92,12933.73711,23,20/12/1997,0
CN,1998,134,92,16528.97646,25,20/06/1998,1
CN,1998,135,92.1,13676.26032,23,20/12/1997,0
CN,1998,135,92.1,13510.92306,25,20/06/1998,1
CN,1998,137,93,87605.71475,23,20/12/1997,0
CN,1998,137,93,131308.8633,25,20/06/1998,1
CN,1998,138,94,16497.50635,23,20/12/1997,0
CN,1998,138,94,14299.90998,25,20/06/1998,1
CN,1998,139,94.1,15303.65836,23,20/12/1997,0
CN,1998,139,94.1,29748.46474,25,20/06/1998,1
CN,1998,141,95,23808.44744,23,20/12/1997,0
CN,1998,141,95,120431.5605,25,20/06/1998,1
CN,1998,144,96,16127.05461,23,20/12/1997,0
CN,1998,144,96,12196.65661,25,20/06/1998,1
CN,1998,147,97.1,53000.65817,23,20/12/1997,0
CN,1998,147,97.1,39047.60397,25,20/06/1998,1
CN,1998,148,98,57651.10855,23,20/12/1997,0
CN,1998,148,98,,25,20/06/1998,1
CN,1998,155,101.1,28089.75748,23,20/12/1997,0
CN,1998,155,101.1,41557.39947,25,20/06/1998,1
CN,1998,157,102,25255.05759,23,20/12/1997,0
CN,1998,157,102,17492.98586,25,20/06/1998,1
CN,1998,159,103.1,11268.33787,23,20/12/1997,0
CN,1998,159,103.1,48376.43849,25,20/06/1998,1
CN,1998,160,104,16244.10328,23,20/12/1997,0
CN,1998,160,104,51366.57137,25,20/06/1998,1
CN,1998,162,104.2,,23,20/12/1997,0
CN,1998,162,104.2,,25,20/06/1998,1
CN,1998,164,107,28173.94942,23,20/12/1997,0
CN,1998,164,107,12598.08977,25,20/06/1998,1
CN,1998,165,108,16797.8438,23,20/12/1997,0
CN,1998,165,108,39620.0077,25,20/06/1998,1
CN,1998,166,109,90359.8954,23,20/12/1997,0
CN,1998,166,109,38039.03951,25,20/06/1998,1
CN,1998,167,110,38962.9877,23,20/12/1997,0
CN,1998,167,110,,25,20/06/1998,1
CN,1998,168,111,85353.80235,23,20/12/1997,0
CN,1998,168,111,49256.13039,25,20/06/1998,1
CN,1998,169,112,55781.66818,23,20/12/1997,0
CN,1998,169,112,13101.46155,25,20/06/1998,1
CN,1998,171,114,37321.12886,23,20/12/1997,0
CN,1998,171,114,25938.46576,25,20/06/1998,1
CN,1998,172,123,80674.35649,23,20/12/1997,0
CN,1998,172,123,,25,20/06/1998,1
CN,1998,173,116,39927.00881,23,20/12/1997,0
CN,1998,173,116,50575.88938,25,20/06/1998,1
CN,1999,1,1,6928.519669,26,12/01/1999,0
CN,1999,1,1,14826.65848,28,02/07/1999,1
CN,1999,2,1.1,8255.849494,26,12/01/1999,0
CN,1999,2,1.1,24261.28413,28,02/07/1999,1
CN,1999,3,2,17870.84415,26,12/01/1999,0
CN,1999,3,2,24501.72542,28,02/07/1999,1
CN,1999,4,3,17446.94165,26,12/01/1999,0
CN,1999,4,3,52188.69349,28,02/07/1999,1
CN,1999,5,3.1,10013.94605,26,12/01/1999,0
CN,1999,5,3.1,31606.99358,28,02/07/1999,1
CN,1999,7,4,2255.710039,26,12/01/1999,0
CN,1999,7,4,15887.14596,28,02/07/1999,1
CN,1999,8,5,13681.02722,26,12/01/1999,0
CN,1999,8,5,17696.45412,28,02/07/1999,1
CN,1999,9,6,12207.17856,26,12/01/1999,0
CN,1999,9,6,62038.32628,28,02/07/1999,1
CN,1999,12,7,9505.975814,26,12/01/1999,0
CN,1999,12,7,24047.44853,28,02/07/1999,1
CN,1999,13,8,9918.733323,26,12/01/1999,0
CN,1999,13,8,19055.23127,28,02/07/1999,1
CN,1999,14,9,14209.79973,26,12/01/1999,0
CN,1999,14,9,22787.64443,28,02/07/1999,1
CN,1999,15,10,7379.367174,26,12/01/1999,0
CN,1999,15,10,30557.80805,28,02/07/1999,1
CN,1999,16,11,6541.631564,26,12/01/1999,0
CN,1999,16,11,17556.10091,28,02/07/1999,1
CN,1999,17,12,,26,12/01/1999,0
CN,1999,17,12,11355.03041,28,02/07/1999,1
CN,1999,20,15,18230.14529,26,12/01/1999,0
CN,1999,20,15,30852.67092,28,02/07/1999,1
CN,1999,22,16,12459.37695,26,12/01/1999,0
CN,1999,22,16,25017.9997,28,02/07/1999,1
CN,1999,23,17,8345.691601,26,12/01/1999,0
CN,1999,23,17,30995.12056,28,02/07/1999,1
CN,1999,24,18,12875.89562,26,12/01/1999,0
CN,1999,24,18,27418.48739,28,02/07/1999,1
CN,1999,25,19,7071.665376,26,12/01/1999,0
CN,1999,25,19,26161.56846,28,02/07/1999,1
CN,1999,26,20,11501.99396,26,12/01/1999,0
CN,1999,26,20,32505.97502,28,02/07/1999,1
CN,1999,27,21,5401.291208,26,12/01/1999,0
CN,1999,27,21,17945.0585,28,02/07/1999,1
CN,1999,28,22,4559.700495,26,12/01/1999,0
CN,1999,28,22,10739.25411,28,02/07/1999,1
CN,1999,30,23,7735.696747,26,12/01/1999,0
CN,1999,30,23,19833.77602,28,02/07/1999,1
CN,1999,31,23.1,1088.28102,26,12/01/1999,0
CN,1999,31,23.1,,28,02/07/1999,1
CN,1999,32,24,9131.684639,26,12/01/1999,0
CN,1999,32,24,30705.06916,28,02/07/1999,1
CN,1999,33,25,4321.46142,26,12/01/1999,0
CN,1999,33,25,16512.36272,28,02/07/1999,1
CN,1999,35,26.1,5830.913281,26,12/01/1999,0
CN,1999,35,26.1,13343.32845,28,02/07/1999,1
CN,1999,37,27,5060.556985,26,12/01/1999,0
CN,1999,37,27,14054.60973,28,02/07/1999,1
CN,1999,38,28,8376.698509,26,12/01/1999,0
CN,1999,38,28,31160.31984,28,02/07/1999,1
CN,1999,40,29,15546.86493,28,02/07/1999,1
CN,1999,42,30.1,466.7718868,26,12/01/1999,0
CN,1999,42,30.1,22754.14526,28,02/07/1999,1
CN,1999,43,30.2,3476.23744,26,12/01/1999,0
CN,1999,43,30.2,6305.048577,28,02/07/1999,1
CN,1999,44,31,132.6137083,26,12/01/1999,0
CN,1999,44,31,,28,02/07/1999,1
CN,1999,45,32,4751.627881,26,12/01/1999,0
CN,1999,45,32,21604.21808,28,02/07/1999,1
CN,1999,47,33,15927.94279,26,12/01/1999,0
CN,1999,47,33,58799.7921,28,02/07/1999,1
CN,1999,48,33.1,10748.99345,26,12/01/1999,0
CN,1999,48,33.1,16032.06395,28,02/07/1999,1
CN,1999,49,34,16626.54865,26,12/01/1999,0
CN,1999,49,34,63645.6454,28,02/07/1999,1
CN,1999,51,35,16706.12204,26,12/01/1999,0
CN,1999,51,35,73512.94278,28,02/07/1999,1
CN,1999,52,36,,26,12/01/1999,0
CN,1999,52,36,14576.15685,28,02/07/1999,1
CN,1999,53,37,1871.468033,26,12/01/1999,0
CN,1999,53,37,19802.33415,28,02/07/1999,1
CN,1999,54,38,2731.516598,26,12/01/1999,0
CN,1999,54,38,20251.22319,28,02/07/1999,1
CN,1999,55,39,12185.86001,26,12/01/1999,0
CN,1999,55,39,62317.88441,28,02/07/1999,1
CN,1999,56,40,,26,12/01/1999,0
CN,1999,56,40,,28,02/07/1999,1
CN,1999,57,41,2798.390816,26,12/01/1999,0
CN,1999,57,41,38831.26205,28,02/07/1999,1
CN,1999,59,42,,26,12/01/1999,0
CN,1999,59,42,,28,02/07/1999,1
CN,1999,60,43,25045.5233,26,12/01/1999,0
CN,1999,60,43,69654.27032,28,02/07/1999,1
CN,1999,61,44,4749.432685,26,12/01/1999,0
CN,1999,61,44,105675.7486,28,02/07/1999,1
CN,1999,62,45,13386.78297,26,12/01/1999,0
CN,1999,62,45,25650.55049,28,02/07/1999,1
CN,1999,63,46,16280.31056,26,12/01/1999,0
CN,1999,63,46,52311.04723,28,02/07/1999,1
CN,1999,64,46.1,34864.23114,26,12/01/1999,0
CN,1999,64,46.1,,28,02/07/1999,1
CN,1999,65,46.2,8530.744673,26,12/01/1999,0
CN,1999,65,46.2,55862.56845,28,02/07/1999,1
CN,1999,67,47,22292.89815,26,12/01/1999,0
CN,1999,67,47,97020.28304,28,02/07/1999,1
CN,1999,68,47.1,21127.76398,26,12/01/1999,0
CN,1999,68,47.1,60028.90976,28,02/07/1999,1
CN,1999,69,48,5978.293393,26,12/01/1999,0
CN,1999,69,48,16025.18599,28,02/07/1999,1
CN,1999,71,50,3779.684447,26,12/01/1999,0
CN,1999,71,50,7694.063848,28,02/07/1999,1
CN,1999,72,50.1,7406.716392,26,12/01/1999,0
CN,1999,72,50.1,16155.58038,28,02/07/1999,1
CN,1999,73,51,965.3638912,26,12/01/1999,0
CN,1999,73,51,72279.05622,28,02/07/1999,1
CN,1999,74,51.1,1042.260978,26,12/01/1999,0
CN,1999,74,51.1,45376.63311,28,02/07/1999,1
CN,1999,76,52,2783.393433,26,12/01/1999,0
CN,1999,76,52,83653.42414,28,02/07/1999,1
CN,1999,77,52.1,641.3570483,26,12/01/1999,0
CN,1999,77,52.1,128894.6645,28,02/07/1999,1
CN,1999,78,52.2,,26,12/01/1999,0
CN,1999,78,52.2,53810.3939,28,02/07/1999,1
CN,1999,79,53,3659.132364,26,12/01/1999,0
CN,1999,79,53,4304.043627,28,02/07/1999,1
CN,1999,80,53.1,1668.828172,26,12/01/1999,0
CN,1999,80,53.1,32811.31645,28,02/07/1999,1
CN,1999,81,54,16237.68746,26,12/01/1999,0
CN,1999,81,54,14279.0711,28,02/07/1999,1
CN,1999,82,55,11590.04827,26,12/01/1999,0
CN,1999,82,55,9591.228069,28,02/07/1999,1
CN,1999,83,56,12056.49015,26,12/01/1999,0
CN,1999,83,56,12328.8454,28,02/07/1999,1
CN,1999,84,57,14674.27508,26,12/01/1999,0
CN,1999,84,57,8776.316851,28,02/07/1999,1
CN,1999,86,58,23486.76831,26,12/01/1999,0
CN,1999,86,58,28840.40816,28,02/07/1999,1
CN,1999,87,59,7075.496384,26,12/01/1999,0
CN,1999,87,59,42537.13391,28,02/07/1999,1
CN,1999,88,59.1,17540.08421,26,12/01/1999,0
CN,1999,88,59.1,20136.95757,28,02/07/1999,1
CN,1999,89,60,8890.577238,26,12/01/1999,0
CN,1999,89,60,130031.383,28,02/07/1999,1
CN,1999,90,60.1,11967.6935,26,12/01/1999,0
CN,1999,90,60.1,59653.47303,28,02/07/1999,1
CN,1999,92,62,11989.19598,26,12/01/1999,0
CN,1999,92,62,55320.01822,28,02/07/1999,1
CN,1999,94,63,29353.5822,26,12/01/1999,0
CN,1999,94,63,111748.3699,28,02/07/1999,1
CN,1999,95,64,14910.82662,26,12/01/1999,0
CN,1999,95,64,62076.7628,28,02/07/1999,1
CN,1999,98,66,1722.711601,26,12/01/1999,0
CN,1999,98,66,,28,02/07/1999,1
CN,1999,99,67,1289.849246,26,12/01/1999,0
CN,1999,99,67,49801.146,28,02/07/1999,1
CN,1999,100,68,1804.898694,26,12/01/1999,0
CN,1999,100,68,81158.79594,28,02/07/1999,1
CN,1999,101,69,8279.742368,26,12/01/1999,0
CN,1999,101,69,98071.39609,28,02/07/1999,1
CN,1999,102,70,,26,12/01/1999,0
CN,1999,102,70,,28,02/07/1999,1
CN,1999,103,71,,26,12/01/1999,0
CN,1999,103,71,,28,02/07/1999,1
CN,1999,104,72,,26,12/01/1999,0
CN,1999,104,72,,28,02/07/1999,1
CN,1999,105,73,1921.00312,26,12/01/1999,0
CN,1999,105,73,62892.6105,28,02/07/1999,1
CN,1999,106,74,,26,12/01/1999,0
CN,1999,106,74,,28,02/07/1999,1
CN,1999,108,75,16254.61409,26,12/01/1999,0
CN,1999,108,75,62716.45749,28,02/07/1999,1
CN,1999,109,76,8514.954787,26,12/01/1999,0
CN,1999,109,76,23564.7044,28,02/07/1999,1
CN,1999,110,77,16784.98929,26,12/01/1999,0
CN,1999,110,77,36800.69163,28,02/07/1999,1
CN,1999,112,78,9493.86008,26,12/01/1999,0
CN,1999,112,78,28872.07003,28,02/07/1999,1
CN,1999,115,80,8838.995376,26,12/01/1999,0
CN,1999,115,80,33553.21701,28,02/07/1999,1
CN,1999,116,81,15494.07582,26,12/01/1999,0
CN,1999,116,81,101281.3178,28,02/07/1999,1
CN,1999,117,82,12909.60082,26,12/01/1999,0
CN,1999,117,82,84523.45418,28,02/07/1999,1
CN,1999,118,82.1,13526.38865,26,12/01/1999,0
CN,1999,118,82.1,9516.238677,28,02/07/1999,1
CN,1999,119,82.2,,26,12/01/1999,0
CN,1999,119,82.2,,28,02/07/1999,1
CN,1999,120,82.3,,26,12/01/1999,0
CN,1999,120,82.3,,28,02/07/1999,1
CN,1999,121,83,39386.27929,26,12/01/1999,0
CN,1999,121,83,20456.79563,28,02/07/1999,1
CN,1999,123,84,7631.564557,26,12/01/1999,0
CN,1999,123,84,24019.99955,28,02/07/1999,1
CN,1999,124,84.1,,26,12/01/1999,0
CN,1999,124,84.1,,28,02/07/1999,1
CN,1999,125,85,15643.10967,26,12/01/1999,0
CN,1999,125,85,132926.9418,28,02/07/1999,1
CN,1999,126,86,8002.991112,26,12/01/1999,0
CN,1999,126,86,94399.88019,28,02/07/1999,1
CN,1999,127,87,2776.170874,26,12/01/1999,0
CN,1999,127,87,97170.54644,28,02/07/1999,1
CN,1999,128,87.1,,26,12/01/1999,0
CN,1999,128,87.1,79306.70777,28,02/07/1999,1
CN,1999,129,88,,26,12/01/1999,0
CN,1999,129,88,85040.79681,28,02/07/1999,1
CN,1999,130,88.1,6384.376519,26,12/01/1999,0
CN,1999,130,88.1,10561.42777,28,02/07/1999,1
CN,1999,132,90,,26,12/01/1999,0
CN,1999,132,90,,28,02/07/1999,1
CN,1999,134,92,1473.906696,26,12/01/1999,0
CN,1999,134,92,,28,02/07/1999,1
CN,1999,135,92.1,596.2315286,26,12/01/1999,0
CN,1999,135,92.1,43732.59641,28,02/07/1999,1
CN,1999,137,93,10911.59838,26,12/01/1999,0
CN,1999,137,93,103271.7353,28,02/07/1999,1
CN,1999,138,94,1258.436229,26,12/01/1999,0
CN,1999,138,94,72647.26304,28,02/07/1999,1
CN,1999,139,94.1,1694.803596,26,12/01/1999,0
CN,1999,139,94.1,66576.63825,28,02/07/1999,1
CN,1999,141,95,5128.940098,26,12/01/1999,0
CN,1999,141,95,294885.7347,28,02/07/1999,1
CN,1999,144,96,6.111225,26,12/01/1999,0
CN,1999,144,96,53705.80047,28,02/07/1999,1
CN,1999,147,97.1,7839.856107,26,12/01/1999,0
CN,1999,147,97.1,94098.03185,28,02/07/1999,1
CN,1999,148,98,,26,12/01/1999,0
CN,1999,148,98,,28,02/07/1999,1
CN,1999,155,101.1,2735.974287,26,12/01/1999,0
CN,1999,155,101.1,91471.01656,28,02/07/1999,1
CN,1999,157,102,1383.96177,26,12/01/1999,0
CN,1999,157,102,107661.0343,28,02/07/1999,1
CN,1999,159,103.1,1457.706955,26,12/01/1999,0
CN,1999,159,103.1,131024.894,28,02/07/1999,1
CN,1999,160,104,8160.63288,26,12/01/1999,0
CN,1999,160,104,109104.72,28,02/07/1999,1
CN,1999,162,104.2,,26,12/01/1999,0
CN,1999,162,104.2,,28,02/07/1999,1
CN,1999,164,107,2989.562982,26,12/01/1999,0
CN,1999,164,107,5364.174924,28,02/07/1999,1
CN,1999,165,108,7399.724217,26,12/01/1999,0
CN,1999,165,108,13283.36971,28,02/07/1999,1
CN,1999,166,109,11049.48088,26,12/01/1999,0
CN,1999,166,109,27835.65854,28,02/07/1999,1
CN,1999,167,110,,26,12/01/1999,0
CN,1999,167,110,,28,02/07/1999,1
CN,1999,168,111,10118.15273,26,12/01/1999,0
CN,1999,168,111,39560.78461,28,02/07/1999,1
CN,1999,169,112,11674.34351,26,12/01/1999,0
CN,1999,169,112,32854.17362,28,02/07/1999,1
CN,1999,171,114,8448.400137,26,12/01/1999,0
CN,1999,171,114,24153.16659,28,02/07/1999,1
CN,1999,172,123,,26,12/01/1999,0
CN,1999,172,123,,28,02/07/1999,1
CN,1999,173,116,8639.848264,26,12/01/1999,0
CN,1999,173,116,40878.65996,28,02/07/1999,1
CN,2003,1,1,9916.48616,30,06/06/2003,1
CN,2003,2,1.1,16365.54602,30,06/06/2003,1
CN,2003,3,2,10289.76298,30,06/06/2003,1
CN,2003,4,3,14217.21728,30,06/06/2003,1
CN,2003,5,3.1,9564.880463,30,06/06/2003,1
CN,2003,7,4,16811.1509,30,06/06/2003,1
CN,2003,8,5,13202.8132,30,06/06/2003,1
CN,2003,9,6,15629.57882,30,06/06/2003,1
CN,2003,11,6.5,11888.05361,30,06/06/2003,1
CN,2003,12,7,14935.1177,30,06/06/2003,1
CN,2003,13,8,14319.63777,30,06/06/2003,1
CN,2003,14,9,26379.97824,30,06/06/2003,1
CN,2003,15,10,31361.06258,30,06/06/2003,1
CN,2003,16,11,14886.80563,30,06/06/2003,1
CN,2003,17,12,7945.893734,30,06/06/2003,1
CN,2003,20,15,13223.98087,30,06/06/2003,1
CN,2003,22,16,8818.117625,30,06/06/2003,1
CN,2003,23,17,10880.8794,30,06/06/2003,1
CN,2003,24,18,8161.35296,30,06/06/2003,1
CN,2003,25,19,14698.19613,30,06/06/2003,1
CN,2003,26,20,19208.50379,30,06/06/2003,1
CN,2003,27,21,16055.31346,30,06/06/2003,1
CN,2003,28,22,12253.02211,30,06/06/2003,1
CN,2003,30,23,16676.55886,30,06/06/2003,1
CN,2003,32,24,12420.73138,30,06/06/2003,1
CN,2003,33,25,9007.012501,30,06/06/2003,1
CN,2003,34,26,21968.5091,30,06/06/2003,1
CN,2003,36,26.5,7532.203518,30,06/06/2003,1
CN,2003,38,28,6872.665513,30,06/06/2003,1
CN,2003,39,28.1,15116.00688,30,06/06/2003,1
CN,2003,40,29,6613.391984,30,06/06/2003,1
CN,2003,42,30.1,48432.35657,30,06/06/2003,1
CN,2003,43,30.2,37240.20723,30,06/06/2003,1
CN,2003,45,32,21668.31836,30,06/06/2003,1
CN,2003,46,32.5,22931.84868,30,06/06/2003,1
CN,2003,47,33,11542.07834,30,06/06/2003,1
CN,2003,48,33.1,15190.68323,30,06/06/2003,1
CN,2003,49,34,17351.40721,30,06/06/2003,1
CN,2003,50,34.5,13711.27787,30,06/06/2003,1
CN,2003,51,35,18830.1006,30,06/06/2003,1
CN,2003,52,36,24651.94357,30,06/06/2003,1
CN,2003,53,37,68181.15607,30,06/06/2003,1
CN,2003,54,38,22163.08922,30,06/06/2003,1
CN,2003,55,39,23951.10715,30,06/06/2003,1
CN,2003,56,40,19113.64776,30,06/06/2003,1
CN,2003,57,41,29746.59736,30,06/06/2003,1
CN,2003,58,41.1,26673.73211,30,06/06/2003,1
CN,2003,59,42,22322.99412,30,06/06/2003,1
CN,2003,60,43,19329.74787,30,06/06/2003,1
CN,2003,61,44,19121.14128,30,06/06/2003,1
CN,2003,62,45,27553.22524,30,06/06/2003,1
CN,2003,63,46,20268.5308,30,06/06/2003,1
CN,2003,66,46.5,17554.74114,30,06/06/2003,1
CN,2003,67,47,22048.23042,30,06/06/2003,1
CN,2003,68,47.1,20482.5942,30,06/06/2003,1
CN,2003,69,48,15420.74944,30,06/06/2003,1
CN,2003,70,49,21300.66607,30,06/06/2003,1
CN,2003,71,50,16804.53943,30,06/06/2003,1
CN,2003,72,50.1,21550.66238,30,06/06/2003,1
CN,2003,74,51.1,76313.65578,30,06/06/2003,1
CN,2003,75,51.2,32309.75357,30,06/06/2003,1
CN,2003,76,52,55217.40973,30,06/06/2003,1
CN,2003,77,52.1,48866.29585,30,06/06/2003,1
CN,2003,79,53,7836.996567,30,06/06/2003,1
CN,2003,80,53.1,15024.72477,30,06/06/2003,1
CN,2003,81,54,5246.319532,30,06/06/2003,1
CN,2003,82,55,8314.653494,30,06/06/2003,1
CN,2003,83,56,7454.733929,30,06/06/2003,1
CN,2003,85,57.1,6555.077922,30,06/06/2003,1
CN,2003,86,58,1816.933795,30,06/06/2003,1
CN,2003,87,59,16808.05587,30,06/06/2003,1
CN,2003,88,59.1,4044.047191,30,06/06/2003,1
CN,2003,90,60.1,18306.72436,30,06/06/2003,1
CN,2003,92,62,18274.14406,30,06/06/2003,1
CN,2003,93,62.1,9393.470868,30,06/06/2003,1
CN,2003,94,63,22914.18905,30,06/06/2003,1
CN,2003,95,64,18559.35432,30,06/06/2003,1
CN,2003,96,65,11281.92535,30,06/06/2003,1
CN,2003,98,66,28748.54918,30,06/06/2003,1
CN,2003,99,67,24698.56727,30,06/06/2003,1
CN,2003,100,68,23383.20889,30,06/06/2003,1
CN,2003,101,69,9518.95378,30,06/06/2003,1
CN,2003,105,73,20537.58081,30,06/06/2003,1
CN,2003,108,75,20342.33925,30,06/06/2003,1
CN,2003,109,76,5252.639429,30,06/06/2003,1
CN,2003,110,77,21312.76375,30,06/06/2003,1
CN,2003,111,77.1,15147.16075,30,06/06/2003,1
CN,2003,112,78,13562.80555,30,06/06/2003,1
CN,2003,113,79,11761.81739,30,06/06/2003,1
CN,2003,116,81,36561.02848,30,06/06/2003,1
CN,2003,118,82.1,17132.19887,30,06/06/2003,1
CN,2003,123,84,4737.892989,30,06/06/2003,1
CN,2003,125,85,29162.95536,30,06/06/2003,1
CN,2003,126,86,14619.12917,30,06/06/2003,1
CN,2003,127,87,15313.09296,30,06/06/2003,1
CN,2003,128,87.1,17197.05827,30,06/06/2003,1
CN,2003,129,88,19136.90202,30,06/06/2003,1
CN,2003,134,92,14141.79686,30,06/06/2003,1
CN,2003,135,92.1,33794.62203,30,06/06/2003,1
CN,2003,137,93,20404.07323,30,06/06/2003,1
CN,2003,138,94,13841.35812,30,06/06/2003,1
CN,2003,139,94.1,3512.303042,30,06/06/2003,1
CN,2003,140,94.2,11397.43719,30,06/06/2003,1
CN,2003,144,96,14173.92365,30,06/06/2003,1
CN,2003,154,101,18899.58603,30,06/06/2003,1
CN,2003,155,101.1,13444.4136,30,06/06/2003,1
CN,2003,157,102,15098.24595,30,06/06/2003,1
CN,2003,159,103.1,40479.1792,30,06/06/2003,1
CN,2003,160,104,26604.55803,30,06/06/2003,1
CN,2003,165,108,29811.24769,30,06/06/2003,1
CN,2003,166,109,12537.50914,30,06/06/2003,1
CN,2003,168,111,18871.79864,30,06/06/2003,1
CN,2003,169,112,43080.3055,30,06/06/2003,1
CN,2003,171,114,10376.12061,30,06/06/2003,1
CN,2003,173,116,9841.073814,30,06/06/2003,1
CN,2003,174,117,21463.30061,30,06/06/2003,1
CN,2004,1,1,6954.190262,34,30/05/2004,1
CN,2004,2,1.1,11438.96454,34,30/05/2004,1
CN,2004,3,2,26579.77857,34,30/05/2004,1
CN,2004,4,3,32298.96005,34,30/05/2004,1
CN,2004,5,3.1,36254.08733,34,30/05/2004,1
CN,2004,7,4,7675.934798,34,30/05/2004,1
CN,2004,8,5,7722.062953,34,30/05/2004,1
CN,2004,9,6,18310.3413,34,30/05/2004,1
CN,2004,11,6.5,23408.6734,34,30/05/2004,1
CN,2004,12,7,17945.12074,34,30/05/2004,1
CN,2004,13,8,10890.3551,34,30/05/2004,1
CN,2004,14,9,9018.940366,34,30/05/2004,1
CN,2004,15,10,29089.98916,34,30/05/2004,1
CN,2004,16,11,12531.47438,34,30/05/2004,1
CN,2004,20,15,35108.05268,34,30/05/2004,1
CN,2004,22,16,20249.99872,34,30/05/2004,1
CN,2004,23,17,9043.718593,34,30/05/2004,1
CN,2004,24,18,11535.28376,34,30/05/2004,1
CN,2004,25,19,33859.51967,34,30/05/2004,1
