BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,OccasionDate,OccasionID,MinOfFieldPeriodID,BreedGroupID,TerritoryID,Status,MaxOfMaxOfSeenDate,LayYear,SexEstimate,BodyMass
642,3683.387933,1429,A,23.1,,08/09/2005,1729,37,737,134,BrF,27/07/2006,1999,0,14.0
646,3417.83756,1804,A,25.7,,30/08/2005,1715,37,649,4,H,28/08/2008,2003,1,15.7
650,3537.27117,1709,A,25.0,,29/08/2005,1714,37,709,86,BrM,29/08/2005,2001,1,15.4
654,2248.460591,2963,SA,24.5,,29/08/2005,1714,37,709,86,H,29/07/2010,2003,0,14.8
654,2459.242085,2963,SA,24.5,,29/08/2005,1714,37,709,86,H,29/07/2010,2003,0,14.8
655,17684.84103,3018,SA,25.0,,01/09/2005,1719,37,677,43,H,10/12/2005,2004,0,14.5
657,2738.235529,1750,A,26.0,,05/09/2005,1724,37,646,1,BrM,03/02/2015,2002,1,17.2
658,4258.473684,1029,A,26.4,,01/09/2005,1719,37,677,43,BrM,31/08/2010,1996,1,15.7
659,1609.655891,1419,A,23.8,,30/08/2005,1715,37,661,22,BrF,10/01/2008,1999,0,14.4
668,2124.157373,1705,A,24.2,,05/09/2005,1724,37,646,1,H,11/12/2005,2002,0,15.4
669,4286.255399,912,A,24.1,,05/09/2005,1724,37,646,1,BrF,30/07/2008,1994,0,15.3
670,9658.760745,1346,A,24.7,,02/09/2005,1720,37,666,27,BrF,10/12/2005,1998,0,14.5
671,7659.972723,1740,A,24.6,,03/09/2005,1721,37,650,5,BrF,24/01/2009,2001,0,15.2
672,5383.221267,1187,A,26.8,,03/09/2005,1722,37,650,5,BrM,05/09/2010,1996,1,16.2
673,9628.151974,1886,A,24.9,,08/09/2005,1729,37,737,134,BrM,16/02/2010,2002,1,16.5
679,5354.12959,1881,A,25.8,,07/09/2005,1728,37,696,70,BrM,24/01/2015,2003,1,15.7
680,2437.330307,1772,A,24.4,,09/09/2005,1731,37,660,20,BrF,07/01/2007,2003,0,15.0
681,1099.686266,1611,A,24.9,,07/09/2005,1728,37,669,32,BrM,31/07/2012,2000,1,16.0
682,6519.103489,1765,A,24.1,,08/09/2005,1729,37,680,47,BrF,25/02/2012,2002,0,16.0
683,2958.890919,1200,A,24.5,,08/09/2005,1729,37,682,50,BrF,19/07/2006,1996,0,15.0
684,2171.640698,1553,A,26.2,,08/09/2005,1729,37,682,50,BrM,23/02/2010,1999,1,16.2
685,3921.02974,3020,SA,25.6,,09/09/2005,1731,37,660,20,AB,14/07/2007,2004,1,17.0
686,7043.030695,1729,A,26.4,,09/09/2005,1731,37,660,20,BrM,01/03/2015,2001,1,15.7
692,1527.297024,3604,CH,24.5,,11/09/2005,1733,37,744,155,CH,01/02/2012,2005,0,14.4
698,5141.143927,1394,J,25.7,25.5,18/01/1999,887,26,2443,83,ABX,01/03/2010,1998,1,14.7
699,964.82619,450,A,23.7,23.4,18/01/1999,887,26,2444,84,BrF,02/12/1999,1992,0,15.5
700,2342.267691,1019,A,,,19/01/1999,888,26,297,77,BrF,19/01/1999,1995,0,15.1
700,2865.461577,1019,A,,,19/01/1999,888,26,297,77,BrF,19/01/1999,1995,0,15.1
702,4695.034816,1171,A,25.9,25.5,20/01/1999,890,26,311,139,BrM,22/02/2010,1996,1,15.4
703,3111.878081,849,A,26.5,26.3,20/01/1999,890,26,303,101,BrM,27/12/2003,1994,1,17.4
704,4436.664008,1062,A,25.4,25.1,20/01/1999,890,26,2451,100,BrM,23/09/1999,1996,1,
707,5386.571022,1215,A,,,21/01/1999,891,26,296,76,ABX,06/12/1999,1997,1,16.7
709,8370.925673,677,A,25.0,24.5,26/01/1999,894,26,312,141,BrF,08/07/2001,1993,0,15.4
710,5910.453961,668,A,25.2,25.1,26/01/1999,894,26,2463,147,BrM,29/07/2002,1994,1,16.6
712,2184.140575,504,A,24.1,24.1,28/01/1999,895,26,2405,5,BrF,12/09/1999,1993,0,15.5
713,2657.446515,1187,A,26.6,26.3,28/01/1999,895,26,2405,5,BrM,05/09/2010,1996,1,16.0
713,2657.446515,1187,A,26.6,26.3,28/01/1999,895,26,2406,7,BrM,05/09/2010,1996,1,16.0
714,3862.562124,1432,SA,24.3,24.3,28/01/1999,895,26,2405,5,ABX,04/12/1999,1999,0,15.3
719,4688.776601,494,A,25.2,24.9,15/04/1999,898,27,324,40,BrM,30/06/2001,1990,1,14.6
720,4363.329033,1421,FL,23.8,23.9,17/04/1999,899,27,322,22,FL,05/09/1999,1999,0,12.6
726,4042.960749,1045,A,24.6,24.6,30/04/1999,906,27,336,89,BrM,08/07/2001,1996,1,16.5
727,3424.398446,1427,FL,25.4,25.7,30/04/1999,906,27,337,90,FL,18/07/2011,1999,1,14.5
728,6046.713797,450,A,23.1,22.7,30/04/1999,906,27,334,84,BrF,02/12/1999,1992,0,14.5
729,4357.406854,632,A,24.7,24.7,27/04/1999,903,27,337,90,BrM,03/08/2000,1993,1,15.5
730,4070.003443,832,A,23.9,23.9,01/05/1999,907,27,2512,83,BrF,10/12/2005,1994,0,14.5
731,3776.22253,1434,FL,23.2,23,01/05/1999,907,27,332,73,FL,01/08/1999,1999,0,13.6
732,5045.932068,1047,A,23.9,23.8,02/05/1999,908,27,2521,112,BrM,20/11/1999,1996,1,16.6
734,4206.898294,1435,CH,26.2,25.9,04/07/1999,933,28,401,81,FL,02/06/2004,1999,1,16.9
735,7062.961613,1437,SA,24.3,24.4,06/07/1999,935,28,406,87,BrF,18/07/2007,1998,0,15.9
737,4319.14085,1438,CH,,,10/07/1999,936,28,441,169,CH,18/01/2015,1999,0,10.7
737,4319.14085,1438,CH,,,10/07/1999,936,28,442,171,XF,18/01/2015,1999,0,10.7
738,2389.55881,1439,FL,24.1,23.8,13/07/1999,937,28,384,53,OFL,06/08/1999,1999,0,14.2
739,28522.16224,1441,CH,,,17/07/1999,938,28,385,54,XF,17/12/2003,1999,1, 6.9
739,28522.16224,1441,CH,,,17/07/1999,938,28,426,129,CH,17/12/2003,1999,1, 6.9
740,5397.887695,1441,CH,24.6,24.2,24/07/1999,939,28,385,54,XF,17/12/2003,1999,1,15.4
740,5397.887695,1441,CH,24.6,24.2,24/07/1999,939,28,426,129,CH,17/12/2003,1999,1,15.4
744,3908.419914,1485,A,26.6,26.6,26/07/1999,941,28,361,17,BrM,04/08/2006,1998,1,17.3
745,5500.587308,1504,FL,28.0,27.8,30/07/1999,942,28,378,45,FL,24/08/2010,1999,1,15.6
751,4466.360681,1440,CH,26.0,25.7,03/08/1999,944,28,398,76,XF,04/07/2001,1999,1,17.4
751,4466.360681,1440,CH,26.0,25.7,03/08/1999,944,28,439,166,CH,04/07/2001,1999,1,17.4
752,5092.281852,1487,CH,23.9,23.8,04/08/1999,945,28,417,109,CH,12/08/1999,1999,0,15.9
752,5092.281852,1487,CH,23.9,23.8,04/08/1999,945,28,439,166,XF,12/08/1999,1999,0,15.9
753,4829.13382,1488,CH,25.3,24.9,04/08/1999,945,28,398,76,CH,05/07/2001,1999,1,17.3
753,4829.13382,1488,CH,25.3,24.9,04/08/1999,945,28,417,109,XF,05/07/2001,1999,1,17.3
754,4970.934784,1489,CH,,,04/08/1999,945,28,391,63,CH,22/02/2015,1999,1, 9.3
754,4970.934784,1489,CH,,,04/08/1999,945,28,435,157,XF,22/02/2015,1999,1, 9.3
755,1839.951866,1498,CH,,,04/08/1999,945,28,391,63,XF,20/11/1999,1999,1, 7.0
755,1839.951866,1498,CH,,,04/08/1999,945,28,435,157,CH,20/11/1999,1999,1, 7.0
757,6142.734526,1491,CH,24.5,24.1,06/08/1999,947,28,369,28,CH,23/08/2010,1999,0,17.1
757,6142.734526,1491,CH,24.5,24.1,06/08/1999,947,28,370,30,XF,23/08/2010,1999,0,17.1
758,3925.819638,1492,J,26.7,26.4,07/08/1999,948,28,436,159,OFL,25/12/2004,1999,1,16.5
759,2613.080043,1493,CH,26.5,26.3,10/08/1999,950,28,367,26,XF,24/09/2002,1999,1,17.8
759,2613.080043,1493,CH,26.5,26.3,10/08/1999,950,28,397,74,CH,24/09/2002,1999,1,17.8
762,3992.296927,1486,CH,25.6,25.8,11/08/1999,951,28,397,74,XF,11/08/1999,1999,1,16.0
762,3992.296927,1486,CH,25.6,25.8,11/08/1999,951,28,443,173,CH,11/08/1999,1999,1,16.0
764,3483.370369,1496,CH,26.1,26.3,14/08/1999,952,28,369,28,XF,20/08/1999,1999,1,16.6
764,3483.370369,1496,CH,26.1,26.3,14/08/1999,952,28,419,112,CH,20/08/1999,1999,1,16.6
766,5207.280168,525,A,26.5,26.6,15/08/1999,953,28,412,99,BrM,13/09/1999,1993,1,18.1
767,4366.336156,1498,CH,25.6,25.2,15/08/1999,953,28,391,63,XF,20/11/1999,1999,1,16.4
767,4366.336156,1498,CH,25.6,25.2,15/08/1999,953,28,435,157,CH,20/11/1999,1999,1,16.4
767,4717.619604,1498,CH,25.6,25.2,15/08/1999,953,28,391,63,XF,20/11/1999,1999,1,16.4
767,4717.619604,1498,CH,25.6,25.2,15/08/1999,953,28,435,157,CH,20/11/1999,1999,1,16.4
768,2662.6105,1507,J,24.4,24,18/08/1999,955,28,440,168,OFL,02/09/1999,1999,0,14.4
769,6784.19466,1508,J,,,18/08/1999,955,28,408,89,OFL,12/01/2005,1999,0,14.0
770,2442.932323,1509,J,26.4,26.4,18/08/1999,955,28,351,3,OFL,31/08/2010,1999,1,15.9
771,3759.550949,1510,FL,24.3,24.2,19/08/1999,958,28,364,23,FL,07/01/2009,1999,0,14.0
772,4282.536197,1511,J,23.7,23.6,19/08/1999,958,28,362,20,H,18/07/2002,1999,0,14.6
774,4439.601054,1512,CH,,26.3,19/08/1999,958,28,407,88,FL,15/01/2008,1999,1,18.7
775,4992.893987,1513,CH,,23,19/08/1999,958,28,394,71,FL,03/07/2001,1999,0,15.6
776,4102.498274,1514,FL,25.9,26,22/08/1999,961,28,365,24,FL,20/11/1999,1999,1,16.3
782,10617.26069,1517,A,23.9,23.1,29/08/1999,966,28,436,159,BrF,07/07/2001,1998,0,14.8
784,4982.720574,1495,CH,25.4,26,21/08/1999,960,28,393,68,FL,13/08/2009,1999,1,16.6
785,4644.713851,1506,CH,24.5,24.5,21/08/1999,960,28,393,68,FL,07/01/2007,1999,0,16.0
788,8910.726754,1502,CH,19.3,19.3,31/08/1999,968,28,380,48,XF,31/08/1999,1999,0,12.1
788,8910.726754,1502,CH,19.3,19.3,31/08/1999,968,28,436,159,CH,31/08/1999,1999,0,12.1
789,3883.469791,1186,A,24.7,24.5,31/08/1999,968,28,395,72,BrF,20/07/2002,1996,0,14.7
791,3599.933216,1516,CH,23.9,23.9,01/09/1999,969,28,406,87,FL,01/09/1999,1999,0,16.3
792,4020.438907,1518,J,23.4,23.4,01/09/1999,969,28,423,125,OFL,01/09/1999,1999,0,14.9
794,2205.358579,1505,CH,26.8,26.7,05/09/1999,973,28,368,27,CH,22/11/1999,1999,1,17.6
794,2205.358579,1505,CH,26.8,26.7,05/09/1999,973,28,387,57,XF,22/11/1999,1999,1,17.6
795,9318.141394,1032,A,26.2,25.8,05/09/1999,973,28,388,60,BrM,10/07/2001,1996,1,17.3
796,2671.212204,1519,CH,,,03/09/1999,971,28,349,1,CH,14/09/1999,1999,1,
796,2671.212204,1519,CH,,,03/09/1999,971,28,366,25,XF,14/09/1999,1999,1,
797,8568.319012,1520,CH,,,05/09/1999,972,28,349,1,XF,05/09/1999,1999,1,
797,8568.319012,1520,CH,,,05/09/1999,972,28,366,25,CH,05/09/1999,1999,1,
799,8336.31678,1530,CH,,,05/09/1999,972,28,368,27,XF,05/09/1999,1999,0,15.4
799,8336.31678,1530,CH,,,05/09/1999,972,28,396,73,CH,05/09/1999,1999,0,15.4
801,35.5271848,1532,CH,,23.7,05/09/1999,972,28,354,8,CH,08/09/2010,1999,0,15.2
801,35.5271848,1532,CH,,23.7,05/09/1999,972,28,436,159,XF,08/09/2010,1999,0,15.2
804,7937.782962,629,A,25.9,26,05/09/1999,972,28,404,84,BrM,02/12/1999,1993,1,18.2
806,21885.52482,1535,J,27.0,26.7,05/09/1999,972,28,408,89,FL,05/09/1999,1999,1,15.8
807,4703.494377,557,A,26.1,26.2,07/09/1999,974,28,387,57,BrM,07/09/1999,1993,1,16.8
809,19624.11704,1528,CH,,,08/09/1999,975,28,414,101,FL,19/09/1999,1999,0, 2.0
814,11963.18521,1524,CH,22.1,22.1,13/09/1999,978,28,431,141,FL,13/01/2007,1999,1,12.6
815,20064.77626,1525,CH,25.0,25.1,15/09/1999,979,28,353,5,FL,04/12/1999,1999,0,15.3
816,10802.44671,1526,CH,25.8,26,15/09/1999,979,28,353,5,FL,15/09/1999,1999,1,15.3
820,4468.500373,1529,CH,26.1,26.1,22/09/1999,982,28,414,101,CH,22/09/1999,1999,1,18.5
820,4468.500373,1529,CH,26.1,26.1,22/09/1999,982,28,433,147,XF,22/09/1999,1999,1,18.5
831,5950.47747,1549,FL,26.3,25.8,21/11/1999,986,29,2568,63,FL,15/07/2002,1999,1,10.4
833,4805.775068,1538,OFL,25.3,24.9,21/11/1999,987,29,2566,55,OFL,03/08/2007,1999,0,14.9
835,4279.459508,1550,FL,24.4,24.2,22/11/1999,988,29,2559,37,FL,01/08/2005,1999,0,14.8
837,2235.819705,1551,OFL,25.5,25.1,22/11/1999,988,29,2569,65,OFL,14/07/2003,1999,1,15.4
838,4486.186402,1540,FL,26.2,26.3,22/11/1999,988,29,2570,67,FL,18/07/2003,1999,1,14.3
839,5045.110657,1541,FL,24.5,24.1,22/11/1999,988,29,2566,55,FL,09/12/2005,1999,0,12.1
841,7144.37779,1542,FL,25.8,25.6,22/11/1999,988,29,2574,112,FL,28/06/2012,1999,1,16.1
843,6799.280521,1552,FL,24.2,24.6,01/12/1999,1002,29,2567,60,FL,24/09/2002,1999,0,13.7
844,5815.908999,1553,FL,26.1,26.1,01/12/1999,1003,29,2562,47,FL,23/02/2010,1999,1,14.8
845,4309.946828,1554,OFL,26.6,26.4,01/12/1999,1002,29,2565,53,OFL,02/12/1999,1999,1,15.2
849,6895.080019,1543,SA,25.3,25.3,02/12/1999,1004,29,2561,42,U,14/09/2009,1999,1,14.9
850,5193.572124,1555,OFL,24.0,23.7,02/12/1999,1004,29,2561,42,OFL,06/12/1999,1999,0,12.7
852,4716.159749,1557,FL,25.3,25.7,02/12/1999,1004,29,2562,47,FL,17/12/2003,1999,1,13.6
853,3825.789413,1558,FL,24.0,24.1,02/12/1999,1005,29,2564,51,FL,23/01/2009,1999,0,13.8
855,4606.849736,1560,FL,24.0,24,02/12/1999,1005,29,2556,13,FL,12/07/2002,1999,0,14.1
856,6198.225947,1561,FL,23.5,24.2,02/12/1999,1004,29,2563,49,FL,11/01/2005,1999,0,13.1
858,5148.228635,1562,FL,24.3,24.7,03/12/1999,1007,29,2573,86,FL,03/12/1999,1999,0,14.2
859,6144.62888,1563,SA,23.5,23.7,03/12/1999,1007,29,2572,84,U,03/03/2009,1999,0,14.1
860,5627.404167,1564,FL,24.2,24.5,03/12/1999,1006,29,2575,115,FL,03/12/1999,1999,1,13.6
861,5495.289044,1565,OFL,24.8,24.8,03/12/1999,1007,29,2560,38,OFL,03/12/1999,1999,1,14.9
862,5004.263352,1566,FL,25.5,25.3,04/12/1999,1008,29,2574,112,FL,11/08/2008,1999,1,15.4
864,3206.843763,1568,FL,23.8,23.6,05/12/1999,1009,29,2577,130,FL,05/12/1999,1999,0,13.8
866,5033.977712,1569,A,26.1,26,06/12/1999,1010,29,2579,165,U,02/09/2002,1998,1,15.5
867,2836.450523,1570,FL,25.2,25.3,06/12/1999,1010,29,2578,164,FL,29/08/2004,1999,1,14.0
870,3583.653042,1572,FL,24.9,25,29/07/2000,1016,39,3066,60,FL,26/05/2004,2000,1,14.4
871,3407.943039,1573,OFL,23.5,23.8,29/07/2000,1016,39,3065,57,OFL,29/06/2001,2000,0,14.2
872,2835.719113,1574,FL,25.2,25.3,29/07/2000,1016,39,3062,53,OFL,29/07/2000,2000,1,15.4
873,4952.382652,1032,A,25.6,25.7,29/07/2000,1016,39,3066,60,BrM,10/07/2001,1996,1,
875,8557.591672,1385,A,25.0,24.7,30/07/2000,1017,39,3055,43,BrF,30/07/2000,1998,0,16.6
876,2582.460022,1575,OFL,24.8,24.4,01/08/2000,1018,39,3075,72,OFL,05/07/2001,2000,0,14.0
877,3986.457975,1576,OFL,23.8,23.4,01/08/2000,1018,39,3036,15,OFL,12/03/2010,2000,0,14.7
878,5019.359287,1186,A,24.8,24.9,01/08/2000,1018,39,3075,72,BrF,20/07/2002,1996,0,15.1
879,3636.415507,1859,A,23.0,23.1,01/08/2000,1018,39,3036,15,BrF,01/08/2000,1988,0,14.1
880,2080.207345,848,A,24.1,23.9,01/08/2000,1018,39,3061,52,U,01/08/2000,1994,0,13.6
881,21888.11025,1577,OFL,25.4,25.7,02/08/2000,1019,39,3063,54,OFL,01/07/2013,2000,1,16.6
882,15878.93359,1370,A,26.3,26.2,02/08/2000,1019,39,3061,52,ABX,25/05/2004,1997,1,16.4
883,3645.749774,1384,A,22.9,23.2,02/08/2000,1019,39,3061,52,BrF,10/08/2009,1998,0,14.6
885,3731.441419,1504,SA,27.4,27.2,02/08/2000,1019,39,7026,-3,FLOAT,24/08/2010,1999,1,15.7
887,4678.710503,1579,FL,25.1,25.5,03/08/2000,1020,39,3093,95,OFL,02/08/2008,2000,1,15.5
888,4390.693853,632,A,25.3,25.3,03/08/2000,1020,39,3090,90,BrM,03/08/2000,1993,1,15.1
889,14926.56323,858,A,24.8,24.8,03/08/2000,1020,39,3091,92,BrF,03/08/2000,1994,0,16.4
890,9563.406532,1063,A,24.9,24.7,03/08/2000,1020,39,3091,92,BrM,03/08/2000,1996,1,15.7
891,4199.208544,1580,FL,24.0,24.1,04/08/2000,1021,39,3097,101,FL,19/01/2015,2000,0,14.1
892,3592.732529,1581,OFL,25.7,25.4,04/08/2000,1021,39,3095,99,OFL,05/02/2009,2000,1,15.6
893,3373.682417,1582,OFL,26.0,26,04/08/2000,1021,39,3095,99,OFL,04/08/2000,2000,1,16.5
894,3216.369853,1583,OFL,26.0,26.2,04/08/2000,1021,39,3088,88,OFL,24/08/2002,2000,1,15.6
895,5137.591074,1527,SA,24.5,24.5,04/08/2000,1021,39,3097,101,ABX,04/08/2000,1999,0,14.4
896,2849.348302,1196,A,26.2,26.2,04/08/2000,1021,39,3088,88,BrM,04/09/2009,1996,1,17.9
896,5878.027477,1196,A,26.2,26.2,04/08/2000,1021,39,3088,88,BrM,04/09/2009,1996,1,17.9
896,6459.725679,1196,A,26.2,26.2,04/08/2000,1021,39,3088,88,BrM,04/09/2009,1996,1,17.9
897,4385.455345,1512,SA,26.1,26.1,04/08/2000,1021,39,3088,88,ABX,15/01/2008,1999,1,16.5
898,5627.952112,1584,SA,23.1,23.3,05/08/2000,1022,39,3032,8,U,05/08/2000,1999,0,13.6
899,1763.36923,1585,FL,25.3,25.3,05/08/2000,1022,39,3033,9,FL,15/08/2002,2000,1,15.4
900,2959.955755,1586,OFL,24.4,24,05/08/2000,1022,39,3049,33,OFL,12/07/2001,2000,0,14.7
901,6169.065948,497,A,26.4,26.3,05/08/2000,1022,39,3032,8,BrM,31/08/2007,1993,1,16.2
902,7105.411951,495,A,24.9,24.6,05/08/2000,1022,39,3033,9,BrM,01/07/2001,1993,1,16.4
903,5733.768345,1515,SA,25.6,25.5,05/08/2000,1022,39,3050,35,ABX,04/07/2001,1999,1,16.1
904,6668.778385,1166,A,25.4,25.5,05/08/2000,1022,39,3050,35,BrM,30/08/2004,1996,1,15.8
905,4683.493246,1587,A,25.6,25.5,07/08/2000,4583,39,3121,144,BrM,13/01/2007,1999,1,16.4
906,3567.000447,1588,OFL,23.5,23.5,07/08/2000,4583,39,3116,134,OFL,25/06/2004,2000,0,13.8
907,2832.134757,1589,OFL,23.9,23.1,07/08/2000,4583,39,3118,138,OFL,14/08/2008,2000,0,14.1
911,5513.534568,1590,FL,26.0,25.7,10/08/2000,1024,39,3058,48,FL,11/12/2005,2000,1,15.5
912,3347.642266,1591,FL,25.7,25.9,11/08/2000,1025,39,3042,24,FL,18/11/2005,2000,1,15.5
913,3682.50251,1592,FL,24.3,24.2,11/08/2000,1025,39,3100,109,FL,12/07/2001,2000,0,15.0
914,2689.11164,1593,FL,25.4,25,11/08/2000,1025,39,7026,-3,FLOAT,30/08/2008,2000,1,15.6
915,4520.43923,1594,FL,24.5,24.6,11/08/2000,1025,39,3052,38,FL,11/08/2000,2000,1,14.5
916,4480.382196,1595,OFL,24.5,24.6,11/08/2000,1025,39,3129,168,OFL,14/07/2007,2000,1,15.4
917,1728.543281,1165,A,,,11/08/2000,1025,39,3052,38,BrM,29/11/2005,1996,1,
917,3935.794026,1165,A,,,11/08/2000,1025,39,3052,38,BrM,29/11/2005,1996,1,
919,5937.625429,1416,A,,,11/08/2000,1025,39,3129,168,BrM,11/08/2000,1998,1,
919,6918.431289,1416,A,,,11/08/2000,1025,39,3129,168,BrM,11/08/2000,1998,1,
920,4523.408629,1596,FL,24.6,24.5,12/08/2000,1026,39,3089,89,FL,12/08/2000,2000,1,15.1
921,4877.09704,1597,OFL,24.5,24.6,12/08/2000,1026,39,3105,117,OFL,05/07/2004,2000,0,14.2
922,6970.957544,1598,OFL,24.0,24.1,12/08/2000,1026,39,3105,117,OFL,13/01/2007,2000,0,14.6
924,7341.045538,1599,CH,,,13/08/2000,1027,39,3046,28,FL,09/07/2001,2000,0, 9.7
925,5445.298675,1600,CH,,,13/08/2000,1027,39,3131,171,CH,05/07/2001,2000,1,11.8
926,4433.694296,1601,CH,,,13/08/2000,1027,39,3027,3,CH,30/06/2001,2000,1,11.4
927,5221.106257,1602,CH,,,13/08/2000,1027,39,3025,1,CH,13/08/2000,2000,1, 6.5
928,6063.177542,1603,A,24.0,24.1,30/06/2001,1028,40,3139,6,BrF,10/12/2005,2000,0,13.6
929,765.2457004,1604,SA,24.4,24.3,03/07/2001,1029,40,3151,23,ABX,25/06/2013,2000,1,16.3
929,882.4699385,1604,SA,24.4,24.3,03/07/2001,1029,40,3151,23,ABX,25/06/2013,2000,1,16.3
930,1902.443492,1605,SA,24.1,24,04/07/2001,1030,40,3165,40,ABX,24/02/2015,2000,0,14.9
931,4156.294205,1606,A,26.6,27,04/07/2001,1030,40,3156,28,U,04/07/2006,2000,1,17.0
933,68.67062925,1608,SA,24.7,24.5,06/07/2001,1032,40,3220,116,BrM,13/01/2007,2000,1,16.1
940,3392.064052,1615,A,24.8,24.9,17/07/2001,1038,40,3199,85,BrM,17/07/2001,2000,1,16.0
943,3877.170458,1617,A,25.2,24.9,23/07/2001,1041,40,3235,140,BrF,03/12/2011,2000,0,15.4
990,8377.178693,1187,A,26.6,,16/07/2002,1049,41,779,5,BrM,05/09/2010,1996,1,16.5
992,4382.103077,1663,A,26.5,,17/07/2002,1050,41,817,74,ABX,07/09/2002,2001,1,17.4
993,5559.98471,1222,A,24.6,,17/07/2002,1050,41,798,40,BrF,19/08/2004,1997,0,
994,3361.774409,1607,A,25.1,,18/07/2002,1051,41,798,40,ABX,26/02/2015,2001,1,15.9
995,3465.02593,1499,A,25.1,,18/07/2002,1051,41,790,22,BrM,19/02/2013,1999,1,16.7
996,4955.89396,1031,A,26.6,,18/07/2002,1051,41,817,74,BrM,09/03/2010,1996,1,17.6
997,8135.687644,1511,A,23.8,,18/07/2002,1051,41,790,22,BrF,18/07/2002,1999,0,13.6
999,9587.648098,1510,A,23.9,,19/07/2002,1052,41,834,112,BrF,07/01/2009,1999,0,14.5
1001,10014.13552,1040,A,26.4,,20/07/2002,1053,41,831,109,BrM,23/06/2006,1995,1,17.0
1002,5399.711588,1666,A,25.5,,20/07/2002,1053,41,797,39,BrM,24/06/2004,2001,1,16.7
1003,5105.117925,1580,A,24.6,,20/07/2002,1053,41,831,109,BrF,19/01/2015,2000,0,15.6
1004,5349.830925,1415,A,23.8,,20/07/2002,1053,41,797,39,BrF,25/01/2013,1998,0,15.2
1005,3301.224112,1396,A,24.7,,21/07/2002,1054,41,834,112,BrM,10/07/2007,1998,1,16.7
1006,2761.03201,1059,A,24.3,,21/07/2002,1054,41,792,24,BrF,02/01/2004,1996,0,17.8
1009,6474.504046,1506,A,24.6,,22/07/2002,1056,41,793,25,BrF,07/01/2007,1999,0,16.9
1010,3975.837495,1619,A,24.6,,22/07/2002,1056,41,6230,-3,FLOAT,02/09/2002,2001,0,13.2
1011,11342.85234,1359,A,27.1,,22/07/2002,1056,41,793,25,BrM,05/09/2013,1998,1,17.0
1012,3288.658861,1532,A,24.1,,22/07/2002,1055,41,3249,4,BrF,08/09/2010,1999,0,17.3
1013,3756.356266,1244,A,22.5,,24/07/2002,1057,41,815,71,BrF,17/07/2008,1997,0,15.9
1014,7381.840933,1188,A,25.1,,24/07/2002,1057,41,815,71,BrM,12/08/2010,1996,1,16.9
1017,5354.614863,1590,A,26.7,,24/07/2002,1057,41,803,48,BrM,11/12/2005,2000,1,17.0
1018,5994.699845,1670,A,26.1,,26/07/2002,1058,41,810,55,BrM,25/07/2006,2001,1,16.5
1019,8524.7417,1042,A,24.9,,26/07/2002,1059,41,813,63,BrF,25/08/2014,1996,0,17.7
1020,3772.652414,176,A,26.0,,26/07/2002,1059,41,813,63,BrM,12/06/2003,1988,1,17.5
1021,5219.27059,459,A,24.9,,26/07/2002,1059,41,810,55,BrF,16/01/2007,1992,0,15.1
1023,3211.698312,1603,A,23.5,,28/07/2002,1061,41,3281,166,BrF,10/12/2005,2000,0,15.5
1024,3705.491136,1672,A,24.2,,28/07/2002,1060,41,828,99,BrF,27/01/2007,2001,0,17.5
1025,3595.942718,1533,A,26.4,,28/07/2002,1061,41,828,99,BrM,22/01/2015,1999,1,17.4
1026,11006.55461,1436,A,23.7,,29/07/2002,1062,41,848,147,BrF,29/07/2002,1999,0,16.5
1026,19625.60444,1436,A,23.7,,29/07/2002,1062,41,848,147,BrF,29/07/2002,1999,0,16.5
1027,4503.359285,1425,A,25.6,,30/07/2002,1064,41,849,157,BrM,06/09/2002,1999,1,17.4
1028,3543.772075,1673,A,24.1,,31/07/2002,1066,41,788,16,H,26/10/2004,2001,0,13.5
1029,3991.438789,1209,A,25.2,,31/07/2002,1066,41,788,16,BrM,12/06/2004,1997,1,13.4
1030,4563.628801,1409,A,24.8,,31/07/2002,1066,41,788,16,BrF,28/07/2006,1998,0,15.5
1035,3762.314514,929,A,27.0,,01/08/2002,1069,41,787,15,BrM,03/12/2005,1994,1,17.6
1037,3763.202291,199,A,22.9,,02/08/2002,1070,41,799,42,BrF,03/01/2004,1986,0,17.0
1039,5041.496171,1581,A,25.8,,03/08/2002,1072,41,844,135,BrM,05/02/2009,2000,1,16.1
1042,8164.430024,1276,A,26.2,,03/08/2002,1072,41,845,137,BrM,15/01/2007,1996,1,16.5
1043,4485.0614,845,A,24.0,,03/08/2002,1073,41,845,137,BrF,24/06/2007,1994,0,14.9
1046,1338.979358,1682,SA,25.5,,07/08/2002,1074,41,6232,-3,FLOAT,07/08/2008,2001,1,16.2
1047,4624.662529,1683,A,25.2,,07/08/2002,1074,41,824,91,BrM,27/08/2004,2001,1,16.4
1049,3313.925339,1701,A,23.6,,08/08/2002,1075,41,782,9,ABX,10/08/2002,2001,0,14.5
1050,8002.78181,823,A,24.5,,12/08/2002,1076,41,785,13,BrF,01/08/2003,1994,0,16.0
1055,6932.212686,1705,CH,24.0,,15/08/2002,1079,41,776,1,CH,11/12/2005,2002,0,14.5
1055,9109.617121,1705,CH,24.0,,15/08/2002,1079,41,776,1,CH,11/12/2005,2002,0,14.5
1057,4696.737263,1577,A,26.1,,15/08/2002,1080,41,3263,66,BrM,01/07/2013,2000,1,17.6
